1856	4	3	15
1857	4	3	14
1858	4	3	13
1859	4	3	12
1860	4	3	11
1861	4	3	10
1862	4	3	9
1863	4	3	8
1864	4	3	7
1865	4	3	6
1866	4	3	5
1867	4	3	4
1868	4	3	3
1869	4	3	2
1870	4	3	1
1871	4	3	0
1872	4	0	15
1873	4	0	14
1874	4	0	13
1875	4	0	12
1876	4	0	11
1877	4	0	10
1878	4	0	9
1879	4	0	8
1880	4	0	7
1881	4	0	6
1882	4	0	5
1883	4	0	4
1884	4	0	3
1885	4	0	2
1886	4	0	1
1887	4	0	0
1888	4	11	15
1889	4	11	14
1890	4	11	13
1891	4	11	12
1892	4	11	11
1893	4	11	10
1894	4	11	9
1895	4	11	8
1896	4	11	7
1897	4	11	6
1898	4	11	5
1899	4	11	4
1900	4	11	3
1901	4	11	2
1902	4	11	1
1903	4	11	0
1904	4	1	15
1905	4	1	14
1906	4	1	13
1907	4	1	12
1908	4	1	11
1909	4	1	10
1910	4	1	9
1911	4	1	8
1912	4	1	7
1913	4	1	6
1914	4	1	5
1915	4	1	4
1916	4	1	3
1917	4	1	2
1918	4	1	1
1919	4	1	0
1920	4	10	15
1921	4	10	14
1922	4	10	13
1923	4	10	12
1924	4	10	11
1925	4	10	10
1926	4	10	9
1927	4	10	8
1928	4	10	7
1929	4	10	6
1930	4	10	5
1931	4	10	4
1932	4	10	3
1933	4	10	2
1934	4	10	1
1935	4	10	0
1936	4	2	15
1937	4	2	14
1938	4	2	13
1939	4	2	12
1940	4	2	11
1941	4	2	10
1942	4	2	9
1943	4	2	8
1944	4	2	7
1945	4	2	6
1946	4	2	5
1947	4	2	4
1948	4	2	3
1949	4	2	2
1950	4	2	1
1951	4	2	0
2266	4	6	13
2267	4	6	12
2284	4	6	11
2285	4	6	10
2286	4	4	11
2287	4	4	12
2304	4	6	9
2305	4	6	7
2306	4	6	8
2307	4	4	9
2308	4	4	10
2309	4	4	8
2327	4	6	5
2328	4	6	6
2329	4	6	4
2330	4	4	7
2331	4	4	5
2332	4	4	6
2333	4	4	4
2351	4	6	3
2352	4	6	1
2353	4	6	2
2354	4	6	0
2355	4	4	3
2356	4	4	1
2357	4	4	2
2358	4	4	0
