0	5.60634
1	4.86386
2	4.73735
3	4.24747
4	3.76572
5	2.3255
6	3.99624
7	4.89501
8	4.58401
9	6.27253
10	5.08536
11	5.51895
12	4.62784
13	3.57253
14	4.31116
15	4.31781
16	5.17362
17	4.07043
18	4.97698
19	4.29204
20	4.27327
21	4.45155
22	4.56752
23	5.37093
48	4.06338
49	3.73863
50	5.92023
51	5.31676
52	6.75898
53	5.31822
54	6.35516
55	5.95016
56	4.42398
57	4.20903
58	3.84481
59	6.99304
60	4.41103
61	5.06163
62	4.76026
63	3.93687
64	5.94043
65	5.57687
66	5.01726
67	4.79988
68	4.54455
69	4.42904
70	4.36186
71	6.73348
96	4.01182
97	4.39206
98	3.81024
99	5.30072
100	3.90568
101	5.67224
102	4.59584
103	4.20679
104	4.75821
105	3.8985
106	4.02134
107	3.58869
108	4.1538
109	5.16774
110	6.10417
111	4.64534
112	5.56329
113	5.70556
114	3.64913
115	4.83744
116	3.47819
117	4.93745
118	3.74775
119	3.74315
124	4.29902
125	4.21056
126	3.52238
127	4.41365
144	3.65082
145	5.13158
146	4.83049
147	5.39879
148	1.47869
149	4.2305
150	4.76408
151	6.28914
152	4.66337
153	4.0053
154	7.30051
155	6.4233
156	3.65929
157	1.60272
158	4.66842
159	4.51413
160	4.10475
161	5.17692
162	4.60811
163	4.25718
164	4.22115
165	5.86837
166	5.13804
167	4.81313
188	3.93621
189	4.57528
190	4.77764
191	4.17458
192	3.82265
193	4.61621
194	4.36361
195	5.96522
196	4.82004
197	3.64809
198	4.02836
199	3.47701
200	4.21273
201	4.67052
202	4.03196
203	4.12601
204	3.60355
205	5.60472
206	5.12183
207	5.15171
208	6.44182
209	4.52617
210	3.63515
211	5.60389
212	4.11465
213	4.26442
214	4.62492
215	5.02478
240	3.7578
241	4.14892
242	3.82756
243	4.9329
244	4.93683
245	3.66003
246	3.88724
247	4.01996
248	1.43588
249	3.46563
250	3.78333
251	5.17043
252	4.22655
253	5.05081
254	5.68815
255	5.24254
256	4.66026
257	4.49802
258	3.67314
259	4.54759
260	4.75339
261	4.70753
262	3.66982
263	4.40234
288	5.779
289	4.73198
290	4.24448
291	5.32574
292	4.68623
293	4.06354
294	5.28496
295	4.91945
296	5.26439
297	1.67579
298	4.81279
299	5.91013
300	5.91311
301	5.18259
302	7.08235
303	6.30968
304	6.21627
305	4.40957
306	4.40622
307	5.86909
308	6.55282
309	3.97478
310	5.91294
311	3.53536
336	4.82255
337	5.30811
338	4.29265
339	5.48489
340	6.42149
341	1.72101
342	4.39903
343	4.81969
344	4.41237
345	5.21098
346	6.72166
347	4.7582
348	4.69858
349	3.75083
350	5.29573
351	6.10168
352	4.57276
353	4.12094
354	4.40659
355	5.68433
356	2.55653
357	6.09455
358	3.82209
359	4.81872
496	3.72205
497	5.08356
498	4.01341
499	3.93384
560	3.71517
561	3.92688
562	4.59258
563	5.06683
1468	4.61619
1469	3.77848
1470	4.30453
1471	4.54046
2360	3.53245
2361	4.52976
2364	3.49287
2365	3.93777
2366	4.40233
2370	3.68353
2371	3.60453
2372	3.45532
2373	3.85732
2378	3.99292
2379	4.97699
2380	4.39965
2381	3.86166
2386	4.19635
2387	4.39053
2388	3.5338
2389	3.52512
2390	3.83095
2396	3.70356
2397	3.6825
2398	3.23577
2399	4.5376
2400	3.99489
2406	3.65239
2407	4.03967
2408	3.6637
2409	3.87509
2410	3.88086
2411	5.10632
2418	3.58801
2419	3.57256
2420	3.45531
2421	3.61456
2422	3.60761
2423	3.72988
2430	4.33102
2431	3.5163
2432	3.17758
2433	4.23079
2434	3.6792
2435	3.8256
2442	3.76708
2443	3.74158
2444	3.56941
2445	3.64469
2446	3.3825
2447	4.1883
2454	3.39651
2455	3.48758
2456	3.50398
2457	3.12571
2458	3.7808
2459	4.01074
2466	3.77803
2467	3.49881
2468	4.03731
2469	3.67088
2470	4.08973
2471	3.36499
2478	4.42911
2479	4.16433
2480	3.45433
2481	3.92474
2482	3.69931
2483	3.40636
2490	3.57341
2491	4.38925
2492	3.484
2493	3.67386
2494	3.58907
2495	4.34471
2502	3.65352
2503	3.42166
2504	3.35409
2505	3.72797
2506	3.93824
2507	3.9153
2514	4.01793
2515	4.11485
2516	3.94356
2517	4.65804
2518	3.69289
2519	3.93229
2526	3.31585
2527	3.65774
2528	4.7839
2529	3.46265
2530	3.64016
2531	3.83535
2538	0
2539	4.31687
2540	3.55907
2541	3.44983
2542	3.6268
2543	4.49539
2550	0
2551	3.77185
2552	3.41804
2553	4.66218
2554	4.22665
2560	3.95837
2561	3.32137
2562	3.73492
2563	3.50567
2564	3.53823
2570	4.7355
2571	3.87755
2572	3.65573
2573	3.39373
2578	5.0323
2579	5.26851
2580	4.00599
2581	5.6486
2586	4.00801
2587	3.5708
2588	4.41605
2592	4.05557
2593	3.67344
2596	4.3913
