0 896 159.823 1116.07 104.24 44.3141 50 9.2179 9.91488 5.76865
1 893 162.997 1099.57 102.877 39.7188 49 9.688 9.36473 6.06494
2 950 148.184 1129.69 121.263 52.0556 51 8.28591 13.7228 7.10452
3 931 159.804 1118.13 110.952 63.4367 50 8.95691 12.6518 6.39503
4 971 145.581 1079.88 123.04 47.6911 50 8.11495 13.8292 7.65918
5 970 138.116 824.023 92.819 49.9172 52 7.8926 10.6999 5.76181
6 1086 157.357 1107.04 131.983 48.1465 51 8.48108 12.7028 7.95922
7 1007 156.962 1111.79 118.072 71.1472 47 8.53116 15.4627 7.21705
8 1025 159.832 1129.49 118.176 62.2474 51 8.74759 13.4741 6.96589
9 1067 172.56 1134.3 112.065 76.2325 53 9.36906 10.5619 6.02715
10 1006 147.949 1126.03 130.686 40.5085 50 8.49015 15.028 8.97441
11 1092 118.463 1055.06 162.674 71.8952 58 6.60841 20.7091 11.6758
12 1092 183.593 1110.34 102.175 72.9349 51 9.82392 9.14208 5.11873
13 1081 169.735 1111.66 110.544 53.407 54 9.25108 11.1242 6.04115
14 1122 198.567 1100.95 98.0551 98.0838 48 10.1744 9.90351 4.84774
15 1148 184.473 1081.07 110.554 49.4508 51 9.47678 10.8468 5.84335
16 1117 172.474 1097.77 118.426 63.2194 52 8.85353 12.1848 6.32737
17 1072 157.52 1093.92 129.811 51.2285 50 8.15863 15.2921 7.61043
18 1135 192.184 1053.03 99.4083 76.1634 52 9.73953 10.3855 4.95632
19 1121 163.981 1064.63 124.263 38.2901 50 8.53128 14.0197 7.37244
20 1157 192.993 1087.33 106.314 47.6575 51 10.0598 9.93332 5.62725
21 1105 178.01 1083.6 101.575 92.2437 52 9.38156 10.6223 5.12813
22 1128 163.394 863.095 99.8042 53.5624 53 8.50555 10.7055 5.64893
23 1092 180.64 1098.1 102.611 55.4116 50 9.53006 9.80714 5.1202
24 1133 202.551 1105.22 106.184 39.2051 49 10.6158 8.8013 5.59241
25 1130 178.076 1112.73 117.015 49.6824 50 9.25182 12.0305 6.44668
26 1139 199.992 1144.29 103.274 72.3722 50 10.1812 9.92343 5.04373
27 1085 175.073 998.786 102.321 38.7872 50 9.21751 10.0785 5.5265
28 1169 173.009 1064.09 117.337 51.9776 53 9.17917 11.1529 6.6192
29 1102 181.774 1100.53 109.61 62.7628 51 9.58817 10.6769 5.8919
30 1111 188.611 1101.97 111.072 43.8656 50 9.71284 11.0908 5.94778
31 1132 184.863 1127.4 105.696 70.8125 48 9.57572 11.0747 5.42387
32 1140 196.463 1152.21 103.071 73.5226 50 10.1669 9.38556 4.9536
33 1114 171.364 1119.33 118.48 56.4833 52 9.26028 11.6451 6.78681
34 1197 202.888 1123.18 105.709 47.1011 51 10.5274 9.25572 5.42381
35 1119 169.031 1106.33 116.005 72.1483 52 9.11054 11.2705 6.50805
36 1117 193.739 1099.39 99.023 57.2506 52 10.4501 8.53465 5.07311
37 1154 177.578 1069.95 114.229 94.6219 50 8.84768 14.3519 6.19977
38 1133 174.721 1072.2 110.089 68.9302 52 9.10227 11.0489 5.77522
39 1129 184.84 1100.78 109.893 41.6015 50 9.62952 10.3266 5.78208
40 1075 183.891 1132.87 108.222 59.1127 47 9.94661 9.9133 5.91499
41 1089 178.25 1081.65 105.198 43.378 51 9.41411 9.83646 5.37952
42 1038 166.748 1156.46 116.757 65.4958 51 9.10847 12.1487 6.55941
43 1002 167.159 1075.64 104.451 49.5264 49 9.45281 9.97831 5.98715
44 1035 192.44 1102.67 93.4276 52.6309 48 10.3558 8.47922 4.65716
45 1012 174.348 1096.15 101.649 48.1408 48 9.51961 9.9112 5.36275
46 986 173.853 1039.95 95.4606 74.4252 50 9.5461 10.1203 5.14661
47 916 146.21 1090.13 100.63 78.6594 53 8.65172 11.5763 5.79288
48 974 175.772 1011.43 95.6452 34.704 49 9.79866 8.9933 5.3369
49 952 168.894 1130.32 100.651 69.2119 49 9.57894 10.4648 5.57119
50 989 161.98 1118.63 108.101 68.1265 49 8.84162 10.9137 5.63767
51 983 175.358 1096.07 97.0562 68.2507 50 9.60097 9.05655 4.84606
52 1007 167.798 1086.51 99.6582 77.6906 52 9.53803 10.8894 5.67428
53 1008 165.458 837.866 79.9611 54.8996 51 9.22418 7.86855 4.34817
54 1078 174.745 1100.01 108.712 79.2391 50 9.20169 10.9431 5.68757
55 1065 173.15 1080.61 111.597 54.0752 50 9.19279 11.296 6.16086
