2597	3	7	0
2598	3	7	0
2599	3	7	0
2600	3	7	0
2601	3	7	1
2602	3	7	1
2603	3	7	1
2604	3	7	1
2605	3	7	2
2606	3	7	2
2607	3	7	2
2608	3	7	2
2609	3	7	3
2610	3	7	3
2611	3	7	3
2612	3	7	3
2613	3	7	4
2614	3	7	4
2615	3	7	4
2616	3	7	4
2617	3	7	5
2618	3	7	5
2619	3	7	5
2620	3	7	5
2622	3	7	6
2623	3	7	6
2624	3	7	6
2625	3	7	6
2626	3	7	7
2627	3	7	7
2628	3	7	7
2629	3	7	7
2630	3	7	8
2631	3	7	8
2632	3	7	8
2633	3	7	8
2634	3	7	9
2635	3	7	9
2636	3	7	9
2637	3	7	9
2638	3	7	10
2639	3	7	10
2640	3	7	10
2641	3	7	10
2642	3	7	11
2643	3	7	11
2644	3	7	11
2645	3	7	11
2646	3	7	12
2647	3	7	12
2648	3	7	12
2649	3	7	13
2650	3	7	13
2651	3	7	13
2652	3	7	14
2653	3	7	14
2654	3	7	14
2655	3	7	15
2656	3	7	15
2657	3	7	15
2658	3	7	15
2659	3	9	0
2660	3	9	0
2661	3	9	0
2662	3	9	1
2663	3	9	1
2664	3	9	1
2665	3	9	2
2666	3	9	2
2667	3	9	2
2668	3	9	3
2669	3	9	3
2670	3	9	3
2671	3	6	4
2672	3	6	4
2673	3	6	4
2674	3	6	5
2675	3	6	5
2676	3	6	5
2677	3	6	5
2678	3	6	6
2679	3	6	6
2680	3	6	6
2681	3	6	6
2682	3	6	7
2683	3	6	7
2684	3	6	7
2685	3	6	8
2686	3	6	8
2687	3	6	8
2689	3	6	9
2690	3	6	9
2691	3	6	9
2692	3	6	10
2693	3	6	10
2694	3	6	10
2695	3	6	11
2696	3	6	11
2697	3	6	12
2698	3	6	12
2699	3	6	12
2700	3	6	13
2701	3	6	13
2702	3	6	13
