2253	3	2	4
2254	3	2	4
2255	3	2	4
2256	3	2	5
2257	3	2	5
2258	3	2	5
2259	3	2	5
2260	3	2	6
2261	3	2	6
2262	3	2	6
2263	3	2	6
2264	3	2	7
2265	3	2	7
2266	3	2	7
2241	3	2	0
2242	3	2	0
2243	3	2	0
2244	3	2	1
2245	3	2	1
2246	3	2	1
2247	3	2	1
2248	3	2	3
2249	3	2	3
2250	3	2	3
2689	3	2	8
2690	3	2	8
2691	3	2	8
2692	3	2	9
2693	3	2	9
2694	3	2	9
2695	3	2	9
2696	3	2	11
2697	3	2	11
2698	3	2	11
2699	3	2	11
2700	3	2	12
2701	3	2	12
2702	3	2	12
2705	3	2	13
2706	3	2	13
2707	3	2	13
2708	3	2	14
2709	3	2	14
2710	3	2	14
2711	3	2	14
2712	3	2	15
2713	3	2	15
2714	3	2	15
