102	71	-5.46312
103	71	-5.46067
104	70.5	-5.95821
105	70.5	-5.95576
106	70.5	-5.9533
107	71	-5.45084
108	71	-5.44839
109	71	-5.44593
110	70.5	-5.94348
111	69.5	-6.94102
112	71.5	-4.93857
113	70.5	-5.93611
114	69.5	-6.93365
115	70.5	-5.9312
116	71.5	-4.92874
117	70.5	-5.92629
118	70.5	-5.92383
119	71	-5.42137
120	70	-6.41892
121	70.5	-5.91646
122	70.5	-5.91401
123	70.5	-5.91155
124	71.5	-4.90909
125	70.5	-5.90664
126	70.5	-5.90418
127	70.5	-5.90173
128	71	-5.39927
129	70.5	-5.89682
130	70.5	-5.89436
131	70	-6.3919
132	71	-5.38945
133	71	-5.38699
134	69.5	-6.88454
135	69	-7.38208
136	71	-5.37962
137	71	-5.37717
138	71	-5.37471
139	70.5	-5.87226
140	70.5	-5.8698
141	71	-5.36734
142	70.5	-5.86489
143	70	-6.36243
144	70.5	-5.9339
145	71	-5.43144
146	70	-6.42899
147	70.5	-5.92653
148	70.5	-5.92408
149	70.5	-5.92162
150	70.5	-5.91916
151	70.5	-5.91671
152	69.5	-6.91425
153	70.5	-5.9118
154	70.5	-5.90934
155	70.5	-5.90688
156	70.5	-5.90443
157	70.5	-5.90197
158	70.5	-5.89952
159	72.5	-3.89706
160	70.5	-5.89461
161	69	-7.39215
162	69.5	-6.88969
163	70.5	-5.88724
164	68.5	-7.88478
165	70.5	-5.88233
166	70	-6.37987
167	70	-6.37741
168	70	-6.37496
169	70.5	-5.8725
170	70	-6.37005
171	68.5	-7.86759
172	70.5	-5.86513
173	70.5	-5.86268
174	70	-6.36022
175	70.5	-5.85777
176	69.5	-6.85531
177	70.5	-5.85286
178	70.5	-5.8504
179	70.5	-5.84794
180	70.5	-5.84549
181	70.5	-5.84303
182	70.5	-5.84058
183	71	-5.33812
184	70.5	-5.83566
185	70.5	-5.83321
186	70.5	-5.83075
187	70	-6.3283
188	70.5	-5.82584
189	71	-5.32338
190	70.5	-5.82093
191	70	-6.31847
192	70.5	-5.88994
193	69.5	-6.88748
194	70	-6.38503
195	71	-5.38257
196	70.5	-5.88012
197	70.5	-5.87766
198	70.5	-5.8752
199	70.5	-5.87275
200	70.5	-5.87029
201	70	-6.36784
202	70	-6.36538
203	70.5	-5.86292
204	70.5	-5.86047
205	70.5	-5.85801
206	70.5	-5.85556
207	70.5	-5.8531
208	71	-5.35064
209	70.5	-5.84819
210	70.5	-5.84573
211	70.5	-5.84328
212	70	-6.34082
213	71	-5.33837
214	69.5	-6.83591
215	69.5	-6.83345
216	70.5	-5.831
217	69	-7.32854
218	70.5	-5.82609
219	70	-6.32363
220	70	-6.32117
221	69	-7.31872
222	70.5	-5.81626
223	69.5	-6.81381
224	69.5	-6.81135
225	70	-6.30889
226	70.5	-5.80644
227	70	-6.30398
228	69.5	-6.80153
229	70.5	-5.79907
230	70.5	-5.79662
231	70	-6.29416
232	71	-5.2917
233	70.5	-5.78925
234	70	-6.28679
235	71	-5.28434
236	70.5	-5.78188
237	70.5	-5.77942
238	71	-5.27697
239	71.5	-4.77451
240	70	-6.34598
241	70.5	-5.84352
242	70.5	-5.84107
243	70.5	-5.83861
244	71	-5.33616
245	70.5	-5.8337
246	70	-6.33124
247	70	-6.32879
248	70	-6.32633
249	70	-6.32388
250	70	-6.32142
251	69.5	-6.81896
252	69	-7.31651
253	70.5	-5.81405
254	69.5	-6.8116
255	69	-7.30914
256	69.5	-6.80668
257	69.5	-6.80423
258	71	-5.30177
259	70	-6.29932
260	69.5	-6.79686
261	69.5	-6.79441
262	70	-6.29195
263	70	-6.28949
264	69.5	-6.78704
265	70	-6.28458
266	69.5	-6.78213
267	70	-6.27967
268	70.5	-5.77721
269	71	-5.27476
270	69	-7.2723
271	70.5	-5.76985
272	71	-5.26739
273	70	-6.26493
274	69	-7.26248
275	70.5	-5.76002
276	69.5	-6.75757
277	70	-6.25511
278	69	-7.25266
279	70.5	-5.7502
280	70.5	-5.74774
281	70	-6.24529
282	70	-6.24283
283	70.5	-5.74038
284	69	-7.23792
285	70.5	-5.73546
286	71	-5.23301
287	71	-5.23055
288	70	-6.30202
289	70.5	-5.79956
290	70	-6.29711
291	70	-6.29465
292	70	-6.29219
293	70	-6.28974
294	70	-6.28728
295	69.5	-6.78483
296	70	-6.28237
297	70.5	-5.77992
298	70	-6.27746
299	70.5	-5.775
300	70.5	-5.77255
301	70	-6.27009
302	70	-6.26764
303	68.5	-7.76518
304	69	-7.26272
305	70.5	-5.76027
306	70.5	-5.75781
307	69	-7.25536
308	70	-6.2529
309	69	-7.25044
310	70.5	-5.74799
311	70.5	-5.74553
312	69.5	-6.74308
313	70	-6.24062
314	69.5	-6.73817
315	69.5	-6.73571
316	70.5	-5.73325
317	70.5	-5.7308
318	69.5	-6.72834
319	70	-6.22589
320	70	-6.22343
321	70	-6.22097
322	70	-6.21852
323	70	-6.21606
324	70	-6.21361
325	69.5	-6.71115
326	70	-6.20869
327	70.5	-5.70624
328	70.5	-5.70378
329	69	-7.20133
330	71	-5.19887
331	70	-6.19642
332	70	-6.19396
333	70.5	-5.6915
334	70.5	-5.68905
335	70.5	-5.68659
336	69.5	-6.75806
337	70	-6.2556
338	69	-7.25315
339	69.5	-6.75069
340	70	-6.24823
341	70	-6.24578
342	70	-6.24332
343	70	-6.24087
344	69.5	-6.73841
345	70.5	-5.73596
346	69	-7.2335
347	70.5	-5.73104
348	69.5	-6.72859
349	70	-6.22613
350	70	-6.22368
351	70.5	-5.72122
352	70	-6.21876
353	70.5	-5.71631
354	70	-6.21385
355	70.5	-5.7114
356	70	-6.20894
357	69	-7.20648
358	69.5	-6.70403
359	70	-6.20157
360	70.5	-5.69912
361	70	-6.19666
362	70	-6.19421
363	70	-6.19175
364	70	-6.18929
365	69.5	-6.68684
366	69.5	-6.68438
367	70	-6.18193
368	70	-6.17947
369	70	-6.17701
370	70.5	-5.67456
371	70	-6.1721
372	70	-6.16965
373	70.5	-5.66719
374	70.5	-5.66473
375	70.5	-5.66228
376	70	-6.15982
377	70	-6.15737
378	69	-7.15491
379	69.5	-6.65246
380	70	-6.15
381	70	-6.14754
382	70	-6.14509
383	71	-5.14263
384	69.5	-6.7141
385	70	-6.21164
386	69.5	-6.70919
387	70	-6.20673
388	70.5	-5.70427
389	69	-7.20182
390	70	-6.19936
391	69.5	-6.69691
392	69	-7.19445
393	69.5	-6.69199
394	69	-7.18954
395	70	-6.18708
396	68.5	-7.68463
397	70.5	-5.68217
398	70	-6.17972
399	68.5	-7.67726
400	70	-6.1748
401	69.5	-6.67235
402	70	-6.16989
403	69.5	-6.66744
404	69.5	-6.66498
405	70.5	-5.66252
406	69	-7.16007
407	70	-6.15761
408	71	-5.15516
409	69.5	-6.6527
410	69.5	-6.65024
411	70	-6.14779
412	69	-7.14533
413	71	-5.14288
414	69.5	-6.64042
415	70.5	-5.63797
416	69	-7.13551
417	69	-7.13305
418	70	-6.1306
419	70	-6.12814
420	69	-7.12569
421	70	-6.12323
422	69.5	-6.62077
423	70.5	-5.61832
424	70.5	-5.61586
425	70	-6.11341
426	71	-5.11095
427	70	-6.10849
428	69	-7.10604
429	70.5	-5.60358
430	70.5	-5.60113
431	70	-6.09867
432	69.5	-6.67014
433	68.5	-7.66768
434	68	-8.16523
435	69.5	-6.66277
436	69	-7.16031
437	69.5	-6.65786
438	70	-6.1554
439	69.5	-6.65295
440	69.5	-6.65049
441	69.5	-6.64803
442	68.5	-7.64558
443	69	-7.14312
444	70.5	-5.64067
445	69.5	-6.63821
446	69	-7.13576
447	70.5	-5.6333
448	69.5	-6.63084
449	70.5	-5.62839
450	69.5	-6.62593
451	69	-7.12348
452	68.5	-7.62102
453	70	-6.11856
454	69	-7.11611
455	69.5	-6.61365
456	69.5	-6.6112
457	68.5	-7.60874
458	69.5	-6.60628
459	71.5	-4.60383
460	69	-7.10137
461	69.5	-6.59892
462	68.5	-7.59646
463	70	-6.09401
464	66.5	-9.59155
465	70	-6.08909
466	69.5	-6.58664
467	69	-7.08418
468	69.5	-6.58173
469	70	-6.07927
470	70	-6.07681
471	70.5	-5.57436
472	70	-6.0719
473	69.5	-6.56945
474	69	-7.06699
475	69	-7.06453
476	70	-6.06208
477	70	-6.05962
478	70	-6.05717
479	70.5	-5.55471
480	69	-7.12618
481	69.5	-6.62372
482	70.5	-5.62127
483	69.5	-6.61881
484	70	-6.11635
485	69.5	-6.6139
486	69.5	-6.61144
487	69.5	-6.60899
488	69	-7.10653
489	69.5	-6.60407
490	69.5	-6.60162
491	69	-7.09916
492	68.5	-7.59671
493	69	-7.09425
494	70	-6.09179
495	70	-6.08934
496	69	-7.08688
497	69	-7.08443
498	69	-7.08197
499	70	-6.07952
500	69	-7.07706
501	69	-7.0746
502	69	-7.07215
503	69	-7.06969
504	68.5	-7.56724
505	68.5	-7.56478
506	68.5	-7.56232
507	68.5	-7.55987
508	70.5	-5.55741
509	69.5	-6.55496
510	69.5	-6.5525
511	68.5	-7.55004
512	68.5	-7.54759
513	69.5	-6.54513
514	69	-7.04268
515	69.5	-6.54022
516	69.5	-6.53777
517	70	-6.03531
518	68	-8.03285
519	68.5	-7.5304
520	69.5	-6.52794
521	69	-7.02549
522	69.5	-6.52303
523	69	-7.02057
524	69.5	-6.51812
525	70	-6.01566
526	70	-6.01321
527	69.5	-6.51075
528	69.5	-6.58222
529	68.5	-7.57976
530	68.5	-7.57731
531	70	-6.07485
532	69	-7.07239
533	69	-7.06994
534	69	-7.06748
535	69.5	-6.56503
536	68.5	-7.56257
537	70	-6.06011
538	69.5	-6.55766
539	68.5	-7.5552
540	69	-7.05275
541	70.5	-5.55029
542	69.5	-6.54783
543	69	-7.04538
544	69.5	-6.54292
545	69	-7.04047
546	69.5	-6.53801
547	69	-7.03556
548	68.5	-7.5331
549	68.5	-7.53064
550	69	-7.02819
551	70	-6.02573
552	69	-7.02328
553	68.5	-7.52082
554	69.5	-6.51836
555	70	-6.01591
556	69.5	-6.51345
557	69	-7.011
558	68.5	-7.50854
559	69.5	-6.50608
560	69.5	-6.50363
561	69	-7.00117
562	69.5	-6.49872
563	70	-5.99626
564	69	-6.99381
565	69	-6.99135
566	69.5	-6.48889
567	69.5	-6.48644
568	68.5	-7.48398
569	70.5	-5.48153
570	69	-6.97907
571	69.5	-6.47661
572	69	-6.97416
573	69.5	-6.4717
574	69	-6.96925
575	68.5	-7.46679
576	70	-6.03826
577	69	-7.0358
578	69	-7.03334
579	70	-6.03089
580	69	-7.02843
581	69.5	-6.52598
582	69	-7.02352
583	69.5	-6.52107
584	68.5	-7.51861
585	68.5	-7.51615
586	68.5	-7.5137
587	69	-7.01124
588	67.5	-8.50879
589	68.5	-7.50633
590	68	-8.00387
591	68.5	-7.50142
592	68	-7.99896
593	69.5	-6.49651
594	68.5	-7.49405
595	68.5	-7.49159
596	69.5	-6.48914
597	69.5	-6.48668
598	68.5	-7.48423
599	68.5	-7.48177
600	70	-5.97932
601	69.5	-6.47686
602	70	-5.9744
603	69.5	-6.47195
604	69.5	-6.46949
605	68.5	-7.46704
606	69	-6.96458
607	70.5	-5.46212
608	69.5	-6.45967
609	68.5	-7.45721
610	69.5	-6.45476
611	68.5	-7.4523
612	68.5	-7.44984
613	68.5	-7.44739
614	68.5	-7.44493
615	70	-5.94248
616	69.5	-6.44002
617	69	-6.93757
618	67.5	-8.43511
619	69	-6.93265
620	69.5	-6.4302
621	69.5	-6.42774
622	69.5	-6.42529
623	70	-5.92283
624	69.5	-6.4943
625	68.5	-7.49184
626	69.5	-6.48938
627	69.5	-6.48693
628	69.5	-6.48447
629	69.5	-6.48202
630	67.5	-8.47956
631	68.5	-7.47711
632	69.5	-6.47465
633	68.5	-7.47219
634	68	-7.96974
635	69	-6.96728
636	69	-6.96483
637	69.5	-6.46237
638	68	-7.95991
639	68.5	-7.45746
640	67.5	-8.455
641	68	-7.95255
642	68.5	-7.45009
643	68.5	-7.44763
644	69	-6.94518
645	69.5	-6.44272
646	70	-5.94027
647	69.5	-6.43781
648	68	-7.93536
649	68.5	-7.4329
650	71	-4.93044
651	69.5	-6.42799
652	68	-7.92553
653	68.5	-7.42308
654	69	-6.92062
655	70.5	-5.41816
656	69.5	-6.41571
657	68.5	-7.41325
658	69	-6.9108
659	69	-6.90834
660	69	-6.90588
661	69.5	-6.40343
662	68.5	-7.40097
663	69	-6.89852
664	69.5	-6.39606
665	68.5	-7.39361
666	68.5	-7.39115
667	69	-6.88869
668	68.5	-7.38624
669	69.5	-6.38378
670	69.5	-6.38133
671	69.5	-6.37887
672	70.5	-5.45034
673	68.5	-7.44788
674	69.5	-6.44542
675	69	-6.94297
676	68.5	-7.44051
677	69	-6.93806
678	68.5	-7.4356
679	68.5	-7.43314
680	69	-6.93069
681	69	-6.92823
682	69	-6.92578
683	69	-6.92332
684	69	-6.92087
685	69	-6.91841
686	68	-7.91595
687	69	-6.9135
688	69	-6.91104
689	69	-6.90859
690	69	-6.90613
691	69	-6.90367
692	69.5	-6.40122
693	69.5	-6.39876
694	69.5	-6.39631
695	69	-6.89385
696	69	-6.89139
697	69	-6.88894
698	69	-6.88648
699	69	-6.88403
700	69	-6.88157
701	69	-6.87912
702	69.5	-6.37666
703	69	-6.8742
704	69.5	-6.37175
705	69	-6.86929
706	69	-6.86684
707	69	-6.86438
708	69.5	-6.36192
709	68	-7.85947
710	69	-6.85701
711	69.5	-6.35456
712	69	-6.8521
713	69	-6.84964
714	69.5	-6.34719
715	68.5	-7.34473
716	68.5	-7.34228
717	70	-5.83982
718	69	-6.83737
719	69	-6.83491
720	69.5	-6.40638
721	69.5	-6.40392
722	68.5	-7.40146
723	68	-7.89901
724	67.5	-8.39655
725	68.5	-7.3941
726	69	-6.89164
727	68.5	-7.38918
728	68.5	-7.38673
729	68.5	-7.38427
730	69	-6.88182
731	69	-6.87936
732	68.5	-7.37691
733	68.5	-7.37445
734	68	-7.87199
735	68.5	-7.36954
736	68.5	-7.36708
737	69	-6.86463
738	68.5	-7.36217
739	68.5	-7.35971
740	68.5	-7.35726
741	68.5	-7.3548
742	69	-6.85235
743	68.5	-7.34989
744	68.5	-7.34743
745	68.5	-7.34498
746	68.5	-7.34252
747	70	-5.84007
748	69.5	-6.33761
749	68.5	-7.33516
750	69	-6.8327
751	69	-6.83024
752	68.5	-7.32779
753	69	-6.82533
754	69	-6.82288
755	68	-7.82042
756	68.5	-7.31796
757	69	-6.81551
758	68.5	-7.31305
759	67.5	-8.3106
760	68.5	-7.30814
761	68	-7.80568
762	69	-6.80323
763	69	-6.80077
764	68.5	-7.29832
765	69	-6.79586
766	68.5	-7.29341
767	69	-6.79095
768	68	-7.86242
769	70	-5.85996
770	69	-6.8575
771	70	-5.85505
772	69.5	-6.35259
773	69	-6.85014
774	70	-5.84768
775	68	-7.84522
776	67	-8.84277
777	68	-7.84031
778	68	-7.83786
779	67	-8.8354
780	69	-6.83294
781	68.5	-7.33049
782	68.5	-7.32803
783	69	-6.82558
784	69	-6.82312
785	68.5	-7.32067
786	69	-6.81821
787	68.5	-7.31575
788	69	-6.8133
789	69	-6.81084
790	69	-6.80839
791	69	-6.80593
792	69	-6.80347
793	69	-6.80102
794	69	-6.79856
795	69	-6.79611
796	69	-6.79365
797	67	-8.79119
798	68.5	-7.28874
799	67.5	-8.28628
800	68.5	-7.28383
801	69	-6.78137
802	68.5	-7.27892
803	68.5	-7.27646
804	68.5	-7.274
805	67.5	-8.27155
806	68.5	-7.26909
807	69	-6.76664
808	67	-8.76418
809	69	-6.76172
810	67.5	-8.25927
811	67	-8.75681
812	68.5	-7.25436
813	68.5	-7.2519
814	69	-6.74944
815	69	-6.74699
816	70	-5.81846
817	69.5	-6.316
818	69	-6.81354
819	68.5	-7.31109
820	67	-8.80863
821	68	-7.80618
822	68.5	-7.30372
823	67.5	-8.30126
824	68.5	-7.29881
825	68.5	-7.29635
826	68.5	-7.2939
827	69	-6.79144
828	68	-7.78898
829	68	-7.78653
830	69	-6.78407
831	69	-6.78162
832	68	-7.77916
833	68.5	-7.27671
834	68	-7.77425
835	69	-6.77179
836	68.5	-7.26934
837	68.5	-7.26688
838	68.5	-7.26443
839	68.5	-7.26197
840	69	-6.75951
841	68.5	-7.25706
842	68	-7.7546
843	68	-7.75215
844	68.5	-7.24969
845	69	-6.74723
846	68.5	-7.24478
847	68.5	-7.24232
848	68.5	-7.23987
849	68.5	-7.23741
850	68.5	-7.23496
851	68.5	-7.2325
852	68	-7.73004
853	68	-7.72759
854	68.5	-7.22513
855	69.5	-6.22268
856	68.5	-7.22022
857	68.5	-7.21776
858	68.5	-7.21531
859	68.5	-7.21285
860	68.5	-7.2104
861	69	-6.70794
862	69.5	-6.20548
863	69.5	-6.20303
864	69	-6.77449
865	67.5	-8.27204
866	68.5	-7.26958
867	69	-6.76713
868	69	-6.76467
869	68.5	-7.26222
870	68.5	-7.25976
871	68	-7.7573
872	68	-7.75485
873	68.5	-7.25239
874	68	-7.74994
875	68	-7.74748
876	68.5	-7.24502
877	68.5	-7.24257
878	67.5	-8.24011
879	68.5	-7.23766
880	67.5	-8.2352
881	68.5	-7.23274
882	68.5	-7.23029
883	68	-7.72783
884	70	-5.72538
885	68.5	-7.22292
886	69	-6.72047
887	69	-6.71801
888	68.5	-7.21555
889	68	-7.7131
890	68.5	-7.21064
891	69	-6.70819
892	68.5	-7.20573
893	69	-6.70327
894	68.5	-7.20082
895	68.5	-7.19836
896	68.5	-7.19591
897	67.5	-8.19345
898	69.5	-6.19099
899	68.5	-7.18854
900	68	-7.68608
901	68.5	-7.18363
902	68.5	-7.18117
903	68.5	-7.17872
904	68	-7.67626
905	68	-7.6738
906	69	-6.67135
907	68.5	-7.16889
908	68	-7.66644
909	69.5	-6.16398
910	68	-7.66152
911	68.5	-7.15907
912	68.5	-7.23053
913	68	-7.72808
914	68.5	-7.22562
915	69	-6.72317
916	67	-8.72071
917	69	-6.71826
918	67.5	-8.2158
919	68	-7.71334
920	67.5	-8.21089
921	68	-7.70843
922	68.5	-7.20598
923	68	-7.70352
924	68.5	-7.20106
925	68	-7.69861
926	67.5	-8.19615
927	67.5	-8.1937
928	68	-7.69124
929	68	-7.68878
930	68	-7.68633
931	68.5	-7.18387
932	68	-7.68142
933	68.5	-7.17896
934	68.5	-7.17651
935	68.5	-7.17405
936	68.5	-7.17159
937	68.5	-7.16914
938	68.5	-7.16668
939	69.5	-6.16423
940	68.5	-7.16177
941	68.5	-7.15931
942	68.5	-7.15686
943	68.5	-7.1544
944	68.5	-7.15195
945	68.5	-7.14949
946	68.5	-7.14703
947	68.5	-7.14458
948	67	-8.64212
949	68	-7.63967
950	69.5	-6.13721
951	69.5	-6.13476
952	69	-6.6323
953	68	-7.62984
954	69.5	-6.12739
955	67.5	-8.12493
956	67	-8.62248
957	68.5	-7.12002
958	68	-7.61756
959	68.5	-7.11511
960	68	-7.68657
961	67.5	-8.18412
962	68	-7.68166
963	68.5	-7.17921
964	67.5	-8.17675
965	68	-7.67429
966	68	-7.67184
967	68	-7.66938
968	68.5	-7.16693
969	68	-7.66447
970	68	-7.66202
971	67.5	-8.15956
972	68	-7.6571
973	67.5	-8.15465
974	68.5	-7.15219
975	68.5	-7.14974
976	67	-8.64728
977	68	-7.64482
978	68.5	-7.14237
979	68.5	-7.13991
980	68.5	-7.11781
981	68	-7.61535
982	68.5	-7.1129
983	67.5	-8.11044
984	67.5	-8.10799
985	68.5	-7.10553
986	68	-7.60307
987	67	-8.60062
988	68.5	-7.09816
989	68	-7.59571
990	68.5	-7.09325
991	68.5	-7.09079
992	68	-7.58834
993	68.5	-7.08588
994	67.5	-8.08343
995	68.5	-7.08097
996	68	-7.57852
997	68.5	-7.07606
998	68.5	-7.0736
999	68.5	-7.07115
1000	68	-7.64261
1001	68.5	-7.14016
1002	67.5	-8.1377
1003	67.5	-8.13525
1004	68	-7.63279
1005	66.5	-9.13033
1006	68	-7.62788
1007	67	-8.62542
1008	68	-7.62297
1009	67.5	-8.12051
1010	68	-7.61806
1011	69	-6.6156
1012	67.5	-8.11314
1013	68	-7.61069
1014	67.5	-8.10823
1015	67.5	-8.10578
1016	67.5	-8.10332
1017	66	-9.60086
1018	68	-7.59841
1019	68	-7.59595
1020	67.5	-8.07385
1021	66.5	-9.07139
1022	66.5	-9.06894
1023	67.5	-8.06648
1024	66.5	-9.06403
1025	68.5	-7.06157
1026	67.5	-8.05911
1027	67.5	-8.05666
1028	67.5	-8.0542
1029	68	-7.55175
1030	68.5	-7.04929
1031	69.5	-6.04683
1032	68.5	-7.04438
1033	68.5	-7.04192
1034	68	-7.53947
1035	69.5	-6.03701
1036	68.5	-7.03456
1037	68.5	-7.0321
1038	68	-7.52964
1039	69	-6.52719
1040	67	-8.59865
1041	66.5	-9.0962
1042	68	-7.59374
1043	67.5	-8.09129
1044	67.5	-8.08883
1045	67.5	-8.08637
1046	67	-8.58392
1047	66.5	-9.08146
1048	67.5	-8.07901
1049	66.5	-9.07655
1050	66.5	-9.07409
1051	68	-7.57164
1052	68	-7.56918
1053	68	-7.56673
1054	68	-7.56427
1055	68	-7.56182
1056	67	-8.55936
1057	68	-7.5569
1058	68	-7.55445
1059	68	-7.55199
1060	67.5	-8.02989
1061	68	-7.52743
1062	68	-7.52498
1063	67.5	-8.02252
1064	67.5	-8.02007
1065	67	-8.51761
1066	69	-6.51515
1067	68	-7.5127
1068	68	-7.51024
1069	68	-7.50779
1070	68	-7.50533
1071	68	-7.50287
1072	68	-7.50042
1073	66.5	-8.99796
1074	68	-7.49551
1075	68	-7.49305
1076	68	-7.49059
1077	67.5	-7.98814
1078	68.5	-6.98568
1079	68.5	-6.98323
1080	68	-7.55469
1081	67.5	-8.05224
1082	67.5	-8.04978
1083	68	-7.54733
1084	68	-7.54487
1085	69	-6.54241
1086	68.5	-7.03996
1087	67	-8.5375
1088	66	-9.53505
1089	67.5	-8.03259
1090	67.5	-8.03013
1091	67.5	-8.02768
1092	68	-7.52522
1093	65.5	-10.0228
1094	68.5	-7.02031
1095	66.5	-9.01786
1096	67.5	-8.0154
1097	68	-7.51294
1098	68.5	-7.01049
1099	68	-7.50803
1100	68.5	-6.98593
1101	68	-7.48347
1102	67.5	-7.98102
1103	67.5	-7.97856
1104	68	-7.47611
1105	67.5	-7.97365
1106	67.5	-7.97119
1107	68	-7.46874
1108	68	-7.46628
1109	67.5	-7.96383
1110	67.5	-7.96137
1111	67.5	-7.95891
1112	67.5	-7.95646
1113	67.5	-7.954
1114	66.5	-8.95155
1115	67.5	-7.94909
1116	67.5	-7.94663
1117	67.5	-7.94418
1118	68.5	-6.94172
1119	68.5	-6.93927
1120	67.5	-8.01073
1121	68	-7.50828
1122	67.5	-8.00582
1123	67.5	-8.00337
1124	68.5	-7.00091
1125	68.5	-6.99845
1126	68.5	-6.996
1127	67.5	-7.99354
1128	67.5	-7.99109
1129	67.5	-7.98863
1130	68.5	-6.98617
1131	68.5	-6.98372
1132	68.5	-6.98126
1133	67.5	-7.97881
1134	68	-7.47635
1135	67.5	-7.97389
1136	67.5	-7.97144
1137	67.5	-7.96898
1138	66	-9.46653
1139	67.5	-7.96407
1140	68	-7.44197
1141	67.5	-7.93951
1142	67	-8.43706
1143	67.5	-7.9346
1144	67.5	-7.93214
1145	67.5	-7.92969
1146	69	-6.42723
1147	67	-8.42478
1148	67.5	-7.92232
1149	67.5	-7.91987
1150	67	-8.41741
1151	67.5	-7.91495
1152	68	-7.4125
1153	67.5	-7.91004
1154	67.5	-7.90759
1155	68	-7.40513
1156	67.5	-7.90267
1157	68	-7.40022
1158	67.5	-7.89776
1159	69	-6.39531
1160	68	-7.46677
1161	67	-8.46432
1162	67.5	-7.96186
1163	67.5	-7.95941
1164	67.5	-7.95695
1165	68	-7.45449
1166	68	-7.45204
1167	68	-7.44958
1168	68	-7.44713
1169	67	-8.44467
1170	68	-7.44221
1171	67	-8.43976
1172	68	-7.4373
1173	68.5	-6.93485
1174	67	-8.43239
1175	67.5	-7.92993
1176	68.5	-6.92748
1177	67.5	-7.92502
1178	67.5	-7.92257
1179	67.5	-7.92011
1180	67.5	-7.89801
1181	69	-6.39555
1182	67.5	-7.8931
1183	67.5	-7.89064
1184	67.5	-7.88818
1185	68	-7.38573
1186	67.5	-7.88327
1187	67.5	-7.88082
1188	68	-7.37836
1189	67.5	-7.87591
1190	68.5	-6.87345
1191	67.5	-7.87099
1192	67.5	-7.86854
1193	67.5	-7.86608
1194	67.5	-7.86363
1195	67.5	-7.86117
1196	69	-6.35871
1197	68.5	-6.85626
1198	68.5	-6.8538
1199	67	-8.35135
1200	67.5	-7.92281
1201	68.5	-6.92036
1202	67.5	-7.9179
1203	67.5	-7.91544
1204	67.5	-7.91299
1205	67.5	-7.91053
1206	67.5	-7.90808
1207	67.5	-7.90562
1208	67.5	-7.90317
1209	67.5	-7.90071
1210	67.5	-7.89825
1211	68.5	-6.8958
1212	67.5	-7.89334
1213	67.5	-7.89089
1214	67	-8.38843
1215	68.5	-6.88597
1216	67.5	-7.88352
1217	67.5	-7.88106
1218	67.5	-7.87861
1219	68	-7.37615
1220	67	-8.35405
1221	67.5	-7.85159
1222	68	-7.34914
1223	66.5	-8.84668
1224	67.5	-7.84422
1225	67.5	-7.84177
1226	68.5	-6.83931
1227	67.5	-7.83686
1228	67.5	-7.8344
1229	67.5	-7.83194
1230	67.5	-7.82949
1231	67.5	-7.82703
1232	66.5	-8.82458
1233	67.5	-7.82212
1234	67.5	-7.81967
1235	66.5	-8.81721
1236	68.5	-6.81475
1237	67.5	-7.8123
