-1	2240	-1	275.55	-876.75	50
-1	2251	-1	-275.55	-876.75	50
-1	2252	-1	375.75	-826.65	50
-1	2267	-1	-375.75	-826.65	50
-1	2386	-1	826.65	-375.75	50
-1	2395	-1	-826.65	-375.75	50
-1	2406	-1	876.75	-275.55	50
-1	2417	-1	-876.75	-275.55	50
-1	2538	-1	876.75	275.55	50
-1	2549	-1	-876.75	275.55	50
-1	2560	-1	826.65	375.75	50
-1	2569	-1	-826.65	375.75	50
-1	2688	-1	375.75	826.65	50
-1	2703	-1	-375.75	826.65	50
-1	2704	-1	275.55	876.75	50
-1	2715	-1	-275.55	876.75	50
0	2241	2806	225.45	-876.75	50
0	2242	795	175.35	-876.75	50
0	2243	721	125.25	-876.75	50
0	2244	1641	75.15	-876.75	50
0	2245	712	25.05	-876.75	50
0	2246	2210	-25.05	-876.75	50
0	2247	904	-75.15	-876.75	50
0	2248	1903	-125.25	-876.75	50
0	2249	299	-175.35	-876.75	50
0	2250	1014	-225.45	-876.75	50
1	2253	2917	325.65	-826.65	50
1	2254	3070	275.55	-826.65	50
1	2255	569	225.45	-826.65	50
1	2256	2762	175.35	-826.65	50
1	2257	1637	125.25	-826.65	50
1	2258	416	75.15	-826.65	50
1	2259	269	25.05	-826.65	50
1	2260	615	-25.05	-826.65	50
1	2261	533	-75.15	-826.65	50
1	2262	484	-125.25	-826.65	50
1	2263	2076	-175.35	-826.65	50
1	2264	2518	-225.45	-826.65	50
1	2265	3067	-275.55	-826.65	50
1	2266	574	-325.65	-826.65	50
2	2268	2632	475.95	-776.55	50
2	2269	2974	425.85	-776.55	50
2	2270	2817	375.75	-776.55	50
2	2271	2506	325.65	-776.55	50
2	2272	3291	275.55	-776.55	50
2	2273	1940	225.45	-776.55	50
2	2274	2315	175.35	-776.55	50
2	2275	2055	125.25	-776.55	50
2	2276	1092	75.15	-776.55	50
2	2277	1697	25.05	-776.55	50
2	2278	340	-25.05	-776.55	50
2	2279	2949	-75.15	-776.55	50
2	2280	1965	-125.25	-776.55	50
2	2281	1296	-175.35	-776.55	50
2	2282	1652	-225.45	-776.55	50
2	2283	2211	-275.55	-776.55	50
2	2284	1295	-325.65	-776.55	50
2	2285	732	-375.75	-776.55	50
2	2286	2169	-425.85	-776.55	50
2	2287	2775	-475.95	-776.55	50
3	2288	2920	526.05	-726.45	50
3	2289	1032	475.95	-726.45	50
3	2290	382	425.85	-726.45	50
3	2291	1163	375.75	-726.45	50
3	2292	3297	325.65	-726.45	50
3	2293	1085	275.55	-726.45	50
3	2294	2298	225.45	-726.45	50
3	2295	2882	175.35	-726.45	50
3	2296	3011	125.25	-726.45	50
3	2297	455	75.15	-726.45	50
3	2298	796	25.05	-726.45	50
3	2299	2321	-25.05	-726.45	50
3	2300	543	-75.15	-726.45	50
3	2301	3068	-125.25	-726.45	50
3	2302	208	-175.35	-726.45	50
3	2303	339	-225.45	-726.45	50
3	2304	1743	-275.55	-726.45	50
3	2305	2742	-325.65	-726.45	50
3	2306	2387	-375.75	-726.45	50
3	2307	3014	-425.85	-726.45	50
3	2308	968	-475.95	-726.45	50
3	2309	2301	-526.05	-726.45	50
4	2310	3416	576.15	-676.35	50
4	2311	792	526.05	-676.35	50
4	2312	1162	475.95	-676.35	50
4	2313	1518	425.85	-676.35	50
4	2314	2174	375.75	-676.35	50
4	2315	457	325.65	-676.35	50
4	2316	1535	275.55	-676.35	50
4	2317	481	225.45	-676.35	50
4	2318	3406	175.35	-676.35	50
4	2319	1634	125.25	-676.35	50
4	2320	2874	75.15	-676.35	50
4	2321	3256	25.05	-676.35	50
4	2322	610	-25.05	-676.35	50
4	2323	911	-75.15	-676.35	50
4	2324	1538	-125.25	-676.35	50
4	2325	1022	-175.35	-676.35	50
4	2326	2351	-225.45	-676.35	50
4	2327	3419	-275.55	-676.35	50
4	2328	3281	-325.65	-676.35	50
4	2329	3407	-375.75	-676.35	50
4	2330	1336	-425.85	-676.35	50
4	2331	725	-475.95	-676.35	50
4	2332	2461	-526.05	-676.35	50
4	2333	3294	-576.15	-676.35	50
5	2334	3268	626.25	-626.25	50
5	2335	3410	576.15	-626.25	50
5	2336	1091	526.05	-626.25	50
5	2337	3061	475.95	-626.25	50
5	2338	1343	425.85	-626.25	50
5	2339	1532	375.75	-626.25	50
5	2340	726	325.65	-626.25	50
5	2341	2743	275.55	-626.25	50
5	2342	1083	225.45	-626.25	50
5	2343	1087	175.35	-626.25	50
5	2344	2307	125.25	-626.25	50
5	2345	627	75.15	-626.25	50
5	2346	2492	25.05	-626.25	50
5	2347	2459	-25.05	-626.25	50
5	2348	1904	-75.15	-626.25	50
5	2349	1481	-125.25	-626.25	50
5	2350	914	-175.35	-626.25	50
5	2351	2564	-225.45	-626.25	50
5	2352	1916	-275.55	-626.25	50
5	2353	1062	-325.65	-626.25	50
5	2354	575	-375.75	-626.25	50
5	2355	582	-425.85	-626.25	50
5	2356	408	-475.95	-626.25	50
5	2357	3142	-526.05	-626.25	50
5	2358	407	-576.15	-626.25	50
5	2359	3063	-626.25	-626.25	50
6	0	1364	588.675	-588.675	25
6	1	1425	563.625	-588.675	25
6	2	2828	538.575	-588.675	25
6	3	2350	513.525	-588.675	25
6	4	3310	488.475	-588.675	25
6	5	2596	463.425	-588.675	25
6	6	1266	438.375	-588.675	25
6	7	167	413.325	-588.675	25
6	8	3519	388.275	-588.675	25
6	9	2341	363.225	-588.675	25
6	10	1826	338.175	-588.675	25
6	11	2594	313.125	-588.675	25
6	12	765	288.075	-588.675	25
6	13	3171	263.025	-588.675	25
6	14	2495	237.975	-588.675	25
6	15	1757	212.925	-588.675	25
6	16	2522	187.875	-588.675	25
6	17	1228	162.825	-588.675	25
6	18	396	137.775	-588.675	25
6	19	80	112.725	-588.675	25
6	20	3097	87.675	-588.675	25
6	21	1256	62.625	-588.675	25
6	22	2115	37.575	-588.675	25
6	23	144	12.525	-588.675	25
6	24	2226	-12.525	-588.675	25
6	25	280	-37.575	-588.675	25
6	26	82	-62.625	-588.675	25
6	27	1822	-87.675	-588.675	25
6	28	1073	-112.725	-588.675	25
6	29	2999	-137.775	-588.675	25
6	30	596	-162.825	-588.675	25
6	31	1397	-187.875	-588.675	25
6	32	143	-212.925	-588.675	25
6	33	1549	-237.975	-588.675	25
6	34	1320	-263.025	-588.675	25
6	35	2346	-288.075	-588.675	25
6	36	86	-313.125	-588.675	25
6	37	1973	-338.175	-588.675	25
6	38	1253	-363.225	-588.675	25
6	39	2126	-388.275	-588.675	25
6	40	1047	-413.325	-588.675	25
6	41	2238	-438.375	-588.675	25
6	42	1725	-463.425	-588.675	25
6	43	999	-488.475	-588.675	25
6	44	1198	-513.525	-588.675	25
6	45	2088	-538.575	-588.675	25
6	46	1251	-563.625	-588.675	25
6	47	936	-588.675	-588.675	25
6	2360	544	676.35	-576.15	50
6	2361	1784	626.25	-576.15	50
6	2362	787	-626.25	-576.15	50
6	2363	903	-676.35	-576.15	50
7	48	1610	588.675	-563.625	25
7	49	1394	563.625	-563.625	25
7	50	260	538.575	-563.625	25
7	51	2347	513.525	-563.625	25
7	52	2048	488.475	-563.625	25
7	53	201	463.425	-563.625	25
7	54	2555	438.375	-563.625	25
7	55	894	413.325	-563.625	25
7	56	2262	388.275	-563.625	25
7	57	1034	363.225	-563.625	25
7	58	923	338.175	-563.625	25
7	59	3135	313.125	-563.625	25
7	60	1252	288.075	-563.625	25
7	61	148	263.025	-563.625	25
7	62	187	237.975	-563.625	25
7	63	3203	212.925	-563.625	25
7	64	681	187.875	-563.625	25
7	65	3321	162.825	-563.625	25
7	66	554	137.775	-563.625	25
7	67	462	112.725	-563.625	25
7	68	1598	87.675	-563.625	25
7	69	304	62.625	-563.625	25
7	70	1273	37.575	-563.625	25
7	71	3539	12.525	-563.625	25
7	72	52	-12.525	-563.625	25
7	73	1823	-37.575	-563.625	25
7	74	1254	-62.625	-563.625	25
